id,name,timestamp,day_of_call,hour_of_day,wait_time,issue_category,resolution_status
60ec4a49-788a-402f-a313-76e0bfb01809,Timothy Wright,2026-02-25 08:16:11.975248,Wednesday,8,13,Technical,False
b99803b9-8904-4e20-bcaa-10fef8a37c74,Janice Richardson,2026-03-06 04:03:14.961704,Friday,4,18,Billing,False
4d59bd29-926b-416a-acd8-e957215cc851,Nicholas Williams,2026-03-07 09:07:19.229534,Saturday,9,21,Billing,False
470862c1-f984-4fda-84ec-bc0cdeaaf3c5,Gordon Cruz,2026-04-15 23:29:29.569545,Wednesday,23,10,Billing,False
c944d5ad-f470-4e0a-a0b2-ede1f7befc11,Daniel Campbell,2026-03-22 20:43:24.455956,Sunday,20,3,Technical,False
971d7e5f-f2d1-443d-8bc7-0316de7e4f4d,Mary Daniel,2026-01-20 22:05:36.274557,Tuesday,22,7,Service,False
744a4cce-f8f1-44ba-b67c-3929b27451d0,Lori Lopez,2026-02-14 15:39:55.750377,Saturday,15,32,Service,True
8da1ef7e-d046-43ac-9b89-192ae63a6856,George Melton,2026-03-19 15:18:31.266900,Thursday,15,26,Technical,True
02437046-dfa9-4692-889b-bc13ad70b50c,Gregory Moreno,2026-03-08 17:28:57.213914,Sunday,17,11,Billing,False
59c09bcb-4f5e-41fa-b2b0-686cc5fd5a6c,Michael Rodriguez,2026-04-22 20:01:33.618621,Wednesday,20,2,Technical,True
5f83374a-a5bf-49ec-8071-58120ecb5b7c,Tiffany Garcia,2026-04-08 05:13:40.843231,Wednesday,5,15,Service,False
7399a3d7-de2f-4ec0-a306-0fcad3e73d00,Kyle Blankenship,2026-05-08 07:03:21.513689,Friday,7,22,Account,False
d970813c-1b3d-43bc-94c1-4ed641e76af2,Shannon Brown,2026-03-10 14:43:07.788032,Tuesday,14,29,Service,False
90828ef0-96bf-42cd-9ba9-0e8b5e048281,Charles Ball,2026-02-19 01:15:40.822055,Thursday,1,7,Account,True
8d7401da-06ff-4d8f-93a1-525b4029c97b,Robert Thompson,2026-04-16 10:34:49.897050,Thursday,10,10,Billing,True
5c90434b-a8ac-4eed-9e0e-abc3d54224e5,Danielle Arellano,2026-02-26 01:27:45.439668,Thursday,1,7,Service,True
3ed60693-5ccc-4e8c-bd3f-245a621dc0a2,Robert Porter,2026-02-01 08:12:01.106347,Sunday,8,4,Billing,True
6c878bc1-4bb8-4f5a-a7ec-b2cd33a1b718,Jessica West,2026-01-04 13:58:16.550459,Sunday,13,42,Technical,False
cb3dbce8-6d25-4c6d-8ef6-41896be8b1c1,Audrey Ellis,2026-04-07 12:37:00.476094,Tuesday,12,25,Technical,False
f870b5be-69c8-4611-8d19-5992ad32c7a4,Emma Johnson,2026-02-12 05:56:26.074157,Thursday,5,13,Service,False
daeed0cf-da55-467d-818b-366cb647f803,Ian Barton,2026-02-11 10:31:39.555382,Wednesday,10,35,Service,True
f6a24ac1-277f-4beb-bd28-9c958669535f,Zachary Allen,2026-03-21 03:00:52.740237,Saturday,3,15,Billing,False
e3cf7f8f-4514-4f11-82c7-acf6c8a8367f,Laura Edwards,2026-05-15 13:43:15.235348,Friday,13,48,Technical,False
3f6b49b1-33f6-4ed4-9bbd-2a3ecadacd65,Jennifer Young,2026-02-14 04:40:42.045075,Saturday,4,15,Service,False
d813fa17-d52b-48f1-867f-37c30940b1d9,Danielle Price,2026-03-08 01:39:11.808857,Sunday,1,4,Billing,True
fed942bb-7db8-4db6-8ead-bfae571fa11b,Christopher Myers,2026-03-06 06:09:19.588039,Friday,6,25,Account,True
3864ba0b-2da1-46c8-b19a-f13b383d2fd6,Nicole Long,2026-01-29 01:35:20.805424,Thursday,1,9,Technical,False
ebf5a9cb-b9c2-49e8-9272-218979c9c3b4,Kimberly Douglas,2026-05-08 05:00:35.813632,Friday,5,22,Technical,False
e57ffdb6-3502-4156-8c51-9de8eb187ce1,Robert Wilson,2026-02-27 13:54:32.906285,Friday,13,38,Billing,False
268bba29-055d-4dc1-a632-d73af31e8abc,Louis Mcclure,2026-01-19 16:59:37.803854,Monday,16,40,Technical,True
729ccd7f-caf7-48c0-8de6-6c4332fe1477,Samuel Burns,2026-02-12 11:21:26.617024,Thursday,11,11,Billing,True
b1aa09f6-4507-4c9f-a086-a28fb1b914b9,Susan Flowers,2026-04-23 20:45:39.156200,Thursday,20,4,Technical,False
bf9c948b-a2fc-4b19-9d39-a5da6812aecb,Michael Williams,2026-01-13 19:18:56.697590,Tuesday,19,15,Billing,False
9b51037b-45d1-429a-9429-4ac0ed832b23,Jacob Frey,2026-04-15 15:56:21.566354,Wednesday,15,24,Billing,False
1755b434-1d57-4259-b250-a95edccb1bd2,Christine Barnes,2026-01-10 01:31:52.546224,Saturday,1,4,Billing,True
35433f61-5912-4831-a52a-3fca0edc83dc,David Lawson,2026-03-02 06:53:12.271101,Monday,6,11,Billing,True
0714df49-b37c-465e-8336-1ff7a6b643f7,Jeffrey Fox,2026-02-20 11:22:32.846741,Friday,11,44,Billing,True
72cb3d46-6ca9-48ed-9f31-f1ab4984d025,Scott Freeman,2026-04-30 19:32:25.690461,Thursday,19,11,Billing,False
4875710d-f998-46b5-82f7-b4d9aaf25b07,John Hawkins,2026-03-10 02:47:20.746074,Tuesday,2,12,Billing,False
46e42b06-d31d-4636-87b2-313846c15e29,Paul Adams,2026-05-11 23:35:37.341944,Monday,23,10,Service,False
4758d74c-972b-47aa-8166-979f8d928c43,Sarah Brown,2026-03-08 03:24:15.227197,Sunday,3,6,Service,False
f743c325-dcc0-4083-95d8-d32cf995ff4a,Erika Martin,2026-01-25 06:03:04.088640,Sunday,6,7,Billing,False
906c9f29-11a1-45d9-b571-744580b390d7,Cheryl Le,2026-02-26 07:13:50.978256,Thursday,7,4,Billing,False
ea870f86-d0fc-4ccb-9c35-eedbbb3024e5,Sean Roman,2026-04-09 21:50:22.682995,Thursday,21,7,Account,True
1a0857fe-fe86-4243-ac76-24801939c626,Wyatt Johnson,2026-05-01 10:38:43.863461,Friday,10,48,Account,False
a10066a4-2f85-464d-86eb-3f31ee162e92,David Kaufman,2026-03-14 06:53:02.256716,Saturday,6,5,Service,True
87363c26-6bb8-4991-bc07-c4ab118470cb,Laura Colon,2026-01-08 14:15:43.514131,Thursday,14,33,Billing,True
b4ec1a50-accc-48a6-97e2-9d51802f2e11,Denise Lopez,2026-05-12 17:28:29.380517,Tuesday,17,9,Technical,True
a4ae2791-eb38-4d02-b83a-ebaca51f6f7e,Gene Miller,2026-03-26 18:49:11.449117,Thursday,18,8,Technical,True
98ba4493-9616-4bdd-b432-6acbc9e4340c,Joshua Moody,2026-04-26 15:30:53.496602,Sunday,15,29,Service,False
5cd29f55-c53b-4351-91cf-0fc8a578e18f,Samantha Schmidt,2026-01-28 20:04:12.573378,Wednesday,20,3,Service,False
22a1be57-7b99-4b76-a935-0c9671a60cb8,Marissa Powell,2026-03-18 20:28:35.065583,Wednesday,20,8,Technical,True
8d95ef74-18e4-4366-af3f-3e674ca417b8,Jonathan Weaver,2026-03-06 23:41:57.446073,Friday,23,22,Account,False
99e1b771-c169-47dd-97e7-8e8539b2f94c,Brian Johnson,2026-05-17 20:16:33.539431,Sunday,20,11,Service,False
9d0824dc-ff0f-4244-b4bb-25a3116673a9,Zachary Booth,2026-01-28 03:31:01.329729,Wednesday,3,14,Account,True
4c712a03-624f-4a17-afe2-ed6461a8d942,Ricky Torres,2026-02-17 10:03:43.283191,Tuesday,10,23,Billing,True
db24910c-266c-4691-8653-83114cf1fefd,Thomas Mercado,2026-03-23 19:02:07.456058,Monday,19,17,Account,False
ba1769cc-a0dd-42eb-86fa-b5699a62ae86,Jordan Calderon,2026-05-03 11:16:07.747556,Sunday,11,26,Account,True
2676cd51-4764-4688-9889-a55919f93171,Harry Thomas,2026-02-15 06:49:04.243478,Sunday,6,12,Account,False
1ebc22a0-ec68-4b42-b122-25ffb0987404,Christopher Bell,2026-04-10 05:58:33.646327,Friday,5,15,Technical,False
eeca5d7e-668f-4abd-8e20-a087f6221188,Nancy Thompson,2026-02-03 20:00:55.799392,Tuesday,20,6,Service,True
17022d8a-1cc2-461f-baa7-f74e92969a95,Michael Russell,2026-01-02 22:34:44.566737,Friday,22,20,Technical,True
a7d963aa-6021-40b3-97cb-1587b4567144,Sean Shields,2026-05-02 20:16:20.987718,Saturday,20,15,Technical,True
599bbed8-0efa-411a-b843-af97a7ba807f,Jeffrey Murray,2026-01-20 12:00:37.264421,Tuesday,12,25,Technical,True
3d7ff6ec-c30f-48de-a9c0-64eca777266c,Emily Griffith,2026-02-05 16:16:57.749906,Thursday,16,13,Technical,False
007a20ed-18e1-4abb-991f-be0912c15b6a,Michael Mccarty,2026-01-14 10:41:55.054282,Wednesday,10,24,Billing,True
6624f10b-c5a8-43cb-ad2d-b2c67a4639a1,Andrea Gonzalez,2026-05-14 11:41:51.781925,Thursday,11,28,Technical,False
51135283-6d38-434a-9280-15c6c3087609,Kenneth Powell,2026-05-04 13:41:45.359928,Monday,13,48,Technical,True
5041517c-751a-42e8-8327-e78eca3a9583,Michael Moody,2026-01-08 06:55:48.491687,Thursday,6,15,Service,True
b0c396a9-4996-4f3d-97f0-fc39505617b5,Renee Armstrong,2026-05-05 22:57:41.365536,Tuesday,22,8,Technical,True
70a5c0c7-c744-49fd-b032-bb0e3f44f859,Nathan Baker,2026-03-16 22:03:16.046482,Monday,22,27,Technical,True
fac0e897-2c60-4f11-8fe5-6d1e6a9c9765,Erica Garrett,2026-02-03 02:56:23.518604,Tuesday,2,10,Account,True
94f1a68a-4dbc-4915-a073-9fef12eb2541,Mike Higgins,2026-01-24 23:18:39.166035,Saturday,23,15,Billing,True
162550f5-ad46-4e72-81aa-64be7b62027a,Brandon Lam,2026-04-20 21:12:16.318299,Monday,21,18,Billing,False
91e42300-a99c-488f-a665-c47e44e5f50f,Daniel Hall,2026-05-14 18:00:44.167209,Thursday,18,5,Account,False
e1d8c3fe-4d59-4f66-a927-5c17ed3cfeab,Tracy Barrett,2026-04-02 13:52:23.730308,Thursday,13,18,Service,True
a670827e-c1f0-45fc-9801-cb88e9dfc5c7,Paula Harris,2026-04-12 04:41:29.089666,Sunday,4,8,Billing,True
cfa2a114-0b8e-4ca0-8a03-95f41be47ac0,John Blake,2026-04-29 04:29:38.819524,Wednesday,4,9,Technical,False
9a27ba2f-6575-4792-83aa-566279401409,Chad Lopez,2026-03-15 08:22:35.343744,Sunday,8,3,Technical,False
40126f11-56ca-422c-8de2-77aa358cd9a6,Dylan Cook,2026-01-11 06:51:50.737497,Sunday,6,4,Billing,True
2f835f4c-c3b2-47db-a723-0e252607ef51,Jean Mills,2026-03-10 16:12:09.849442,Tuesday,16,20,Technical,True
35a37cd9-8d54-400c-904f-4a2a691d40e9,Andre Cabrera,2026-03-14 18:53:52.413663,Saturday,18,6,Technical,True
70c92708-704e-4d08-92b9-e33db16ecec1,Michael Turner,2026-04-30 01:41:01.752595,Thursday,1,15,Service,False
e6727bd2-6280-4394-9a5b-2de4ae5009df,Donald Walters,2026-02-07 07:04:31.450176,Saturday,7,15,Service,True
09cd1eab-8200-418c-b2fe-206fd309958f,Stephen Lee,2026-01-20 19:02:21.189451,Tuesday,19,11,Technical,False
635fe8ad-7a72-4840-9c29-3ddce35b4e3e,Jonathan Sutton,2026-02-11 12:11:18.146364,Wednesday,12,41,Billing,True
4965a293-4126-4377-bbbd-b82440f83b3d,Rachel Cole,2026-04-10 17:35:30.315116,Friday,17,16,Account,True
ced53ec6-947c-452b-9a24-6b5df39535ab,Peter Martin,2026-01-31 17:33:40.739870,Saturday,17,5,Account,False
ae7344d2-704a-48cd-8c3a-e356613a7fdf,Gabriel Carey,2026-03-29 09:36:51.495814,Sunday,9,41,Account,False
1933cad0-ef7d-4acb-8379-88d17f5ca76f,Morgan Patton,2026-03-30 06:43:32.382047,Monday,6,17,Service,False
a5c419aa-4b71-443a-af45-fa38ada843f6,Tonya Griffin,2026-05-17 22:42:18.770153,Sunday,22,7,Billing,False
8004b813-b8ec-4d12-a12e-e70945886eb2,Denise Duke,2026-04-05 12:32:08.669847,Sunday,12,25,Technical,False
39742ceb-60c5-4a80-a07b-7c0d00c07687,James Kelly,2026-03-08 07:14:49.400985,Sunday,7,11,Service,True
b8b6695d-fdda-4a35-9d0f-bffbbb6a71d9,Ashley Tran,2026-03-04 13:09:40.702432,Wednesday,13,33,Technical,True
e482ddc6-d580-4ff1-b18d-bccb830e6318,Travis Cooper,2026-03-10 14:57:34.182191,Tuesday,14,31,Technical,False
58400977-007d-4de7-990e-0ff0b05c60f4,Crystal Golden,2026-04-28 03:46:58.744356,Tuesday,3,11,Service,False
83859822-fbbb-49ac-9227-a4bb5d9ffa9d,Nichole Conley,2026-05-05 18:12:07.702143,Tuesday,18,5,Service,True
457a7d3c-c18c-42b7-939c-4dfec435f800,David Walker,2026-02-16 23:26:41.426190,Monday,23,12,Technical,False
da792c43-40fc-4c56-bcd4-a99d9a23c70f,Paige Ball,2026-02-18 14:28:59.507805,Wednesday,14,26,Technical,False
13118014-c7a5-4630-8c6e-bdef4a50496d,Elizabeth Sanchez,2026-01-19 16:26:30.978138,Monday,16,38,Account,True
102db8d4-340a-476e-a556-3da3520db5a2,Maureen Stephens,2026-02-15 01:07:24.417953,Sunday,1,12,Service,False
6824c036-3721-4aec-986c-c965e051bda4,Timothy Rogers MD,2026-05-12 10:07:53.655476,Tuesday,10,14,Account,False
a4cd49ee-3ac6-4673-ac36-4e21ad36c03a,Daniel Perry,2026-04-27 18:54:03.707395,Monday,18,16,Service,False
4fd69d00-1b51-4ec9-a750-c290cbd8e891,Ms. Shelly James,2026-05-13 16:16:15.217884,Wednesday,16,32,Service,False
acff606f-30a0-4e2e-becb-b90a4461d158,Russell Romero,2026-03-05 13:13:18.289827,Thursday,13,38,Billing,False
b0cbeb1c-9da4-49fb-a267-721025e6b9c2,Karen Roberts,2026-04-20 03:03:38.598312,Monday,3,15,Account,False
1ce86a7b-01b0-4a13-b78f-eaacd7e4a34d,Peter Ortega,2026-03-18 08:03:41.172693,Wednesday,8,7,Billing,True
501cda44-28c7-4ef5-9c8e-7c5ae0861baf,Olivia Perez,2026-04-14 17:10:22.803190,Tuesday,17,5,Billing,True
a547003e-a1f7-4cd3-8b6b-ca2533358e79,Jamie Ford,2026-04-13 05:22:26.925338,Monday,5,27,Billing,False
2e7228f1-d115-4409-86fe-5c466c1bca88,Zachary Garcia MD,2026-03-10 06:32:44.447027,Tuesday,6,11,Billing,False
f93dfc4f-56d5-4b05-b754-ff7dec6b0554,Daniel Taylor,2026-02-02 07:22:06.980466,Monday,7,18,Billing,True
dc2d00f7-ff40-4363-9b8b-6784e79871cc,Chelsea Carr,2026-03-20 08:14:44.244096,Friday,8,8,Technical,True
1fc992a9-7c6c-4f29-8133-707f51004517,Karen Jones,2026-03-20 23:23:52.799380,Friday,23,19,Billing,True
4a910a6a-64cc-42e7-8310-f5a3ff9c98de,Jeff Baker,2026-01-02 22:56:33.601097,Friday,22,26,Account,True
a845fac1-1c9e-4648-85bb-d6cf3668289f,Joel Fletcher,2026-05-08 07:48:34.254738,Friday,7,22,Billing,False
556382f8-789b-4cb3-8892-07a7a8913274,Cody Orr,2026-03-31 01:07:09.921059,Tuesday,1,2,Billing,False
17c0d5af-1d88-4653-83d3-ab3ce0d6939b,Beverly Stephenson,2026-03-16 17:41:32.083686,Monday,17,22,Account,False
f7e36cc9-7e83-4d14-8fa5-b30ae23c0362,Kyle Livingston,2026-03-14 08:47:29.445677,Saturday,8,15,Technical,False
2ae2305d-4924-4509-93bb-d1ff241f10f8,Jonathan Blevins,2026-04-10 16:29:00.730384,Friday,16,46,Account,False
1f21b4d6-ca49-4453-ab70-50f9823f0e68,Ms. Sabrina Terry,2026-02-09 04:40:31.506299,Monday,4,28,Technical,True
7ac1950f-9fab-495d-82d1-fc3317075f4d,Katherine Williams,2026-03-14 14:13:56.753536,Saturday,14,42,Account,False
bbaa8653-4b27-45c7-8053-af65a2870337,Brandon Lara,2026-03-20 23:59:55.377738,Friday,23,17,Billing,True
6e8d3889-8c5e-4a8c-8610-16fcf890dfe7,Stephanie Green,2026-01-24 16:50:34.200014,Saturday,16,20,Account,True
55ef327a-36a6-4487-9df0-468868f8fef1,Patrick Young,2026-05-01 12:34:35.461286,Friday,12,44,Billing,True
0c91e527-b396-43de-958c-f61fad17a15a,Nathan Shaffer,2026-04-21 13:53:13.816221,Tuesday,13,37,Account,False
3bd6ba31-63b5-46ad-864c-fa853bfe4f1b,John Duffy,2026-01-01 14:51:52.798069,Thursday,14,44,Service,True
9f46642e-1a9b-43ca-8e77-7ad6b92482ac,Michael Paul,2026-04-18 17:17:27.781670,Saturday,17,4,Technical,False
c49424bf-b43b-47fd-a603-672834ebc461,Jasmine Glover,2026-03-30 08:39:43.551414,Monday,8,19,Account,True
a6ea41d9-2e1d-4084-8d98-a1db19fc1bf7,Katherine Phillips PhD,2026-01-16 17:17:48.492417,Friday,17,14,Technical,True
151d4758-f7b8-4037-abbb-068a2bc7e259,Jacqueline Andrews,2026-02-11 02:17:07.069875,Wednesday,2,4,Billing,False
98ea1d63-225d-4f32-b82e-009fea3f9d50,Michelle Hood,2026-01-19 08:12:31.047329,Monday,8,12,Account,True
aac5a4a9-e828-437a-9082-d6d3e4faa4e1,Jimmy Wright,2026-05-02 14:37:45.917698,Saturday,14,45,Billing,False
693da8ea-17ba-4bd7-9b9b-26f8deb30f15,Shane Harris,2026-03-04 01:27:16.495002,Wednesday,1,8,Billing,False
217c1d0e-2747-49c8-b623-b43d3c822a45,Lauren Weiss,2026-04-08 20:46:16.369538,Wednesday,20,2,Billing,False
5bd37f5c-595f-44f4-a9b4-b59632c1d34c,Adam Rivera,2026-02-03 23:02:49.631675,Tuesday,23,9,Billing,False
9c0edda8-b4a8-48e3-950d-d7aabeb0a238,Angelica Collier,2026-02-27 04:00:00.652551,Friday,4,12,Technical,False
82f5b6c2-1402-4322-bf69-5a95c0b53500,Sarah Evans,2026-01-25 16:45:42.945506,Sunday,16,11,Technical,True
b60367e3-26ac-4829-a1ee-edb6ea301f38,Mrs. Lauren Riddle DVM,2026-02-14 03:28:34.822103,Saturday,3,10,Service,False
25a2f13a-f3e8-4758-bace-68a52cb478b3,Alicia Edwards,2026-04-03 21:04:26.049510,Friday,21,29,Technical,False
2f494944-2e08-4e17-8191-d8da625898d2,Mr. Kenneth Hernandez MD,2026-03-29 09:00:19.961066,Sunday,9,40,Billing,False
e0eb9690-79f1-40e0-b380-a1ef421391ce,Anthony Martinez,2026-01-26 19:47:56.003124,Monday,19,20,Service,False
22e73c3b-23c2-402f-ad37-779fdf45a42e,Courtney Serrano,2026-05-11 00:34:57.347663,Monday,0,18,Service,True
deb53f91-9c74-4c0c-860d-ded4f3efbd96,Nicholas Torres,2026-04-16 14:06:44.031240,Thursday,14,13,Billing,False
1aecdcfb-a16d-44e2-b99c-449eb053ca1f,Ralph Farrell,2026-01-17 15:18:32.902223,Saturday,15,15,Billing,False
95efcbbb-9d8c-41c9-92a1-a7d742a98b8e,Patricia Rivera,2026-04-07 10:42:44.655805,Tuesday,10,40,Service,True
51529fc8-0076-4f61-89de-e5efd3d9c0ab,Julie Lee,2026-04-23 16:05:18.102379,Thursday,16,22,Account,True
cbdbe076-2f36-45d8-ba12-dd8dd9a076bb,Gregory Carson,2026-03-27 14:56:24.188445,Friday,14,35,Billing,True
003df0bd-eeca-4bf8-8b1c-7335e5fcd987,Stephen Fletcher,2026-03-30 01:10:20.634351,Monday,1,23,Billing,False
5b564b2a-0ee0-4c7e-a27f-d0af3b5b7ab5,Aaron Holloway,2026-03-16 10:23:55.780376,Monday,10,48,Service,True
7779dae9-3b90-4ee1-b6ea-e7e35e691c6b,Larry Jones,2026-02-24 22:02:53.594555,Tuesday,22,10,Account,True
10ab80b3-a73d-499e-92e9-fd50786a14fa,Kenneth Kelly,2026-02-07 02:22:53.232952,Saturday,2,10,Technical,True
63797a17-041f-4a96-a233-4bd4cfb0e360,Adam Frost,2026-02-24 22:22:11.174936,Tuesday,22,5,Billing,True
537310ea-01b0-41f8-829a-e496c50f4993,Jose Schroeder,2026-01-24 17:36:06.279924,Saturday,17,11,Service,False
e7af685c-d4b5-4bbb-a71b-d20ded2d518a,Duane Gates,2026-02-01 14:03:57.147109,Sunday,14,18,Technical,False
e8d4722c-9048-4df6-a721-4f54cb543778,Christopher Erickson,2026-04-22 12:39:12.349035,Wednesday,12,41,Account,True
6b86af56-1373-44af-8588-a09d8fe61ca1,Cathy Allen,2026-03-02 08:59:06.070547,Monday,8,12,Billing,False
6804a07f-dcb7-4a27-9d5c-4916bca49d65,Cassandra Conway,2026-03-23 11:00:01.902387,Monday,11,23,Account,True
456a6c71-e761-4094-ad3a-0d1605240850,Ashley Brown,2026-03-21 13:01:53.677764,Saturday,13,18,Service,False
9c7bc096-3843-456a-b32a-fd178546663d,Jennifer Jackson,2026-03-25 03:13:31.902394,Wednesday,3,11,Service,True
066c0a97-24e7-457a-a093-b057286faf2a,Krista Barry,2026-02-06 10:41:42.159534,Friday,10,17,Account,True
960e7a62-dfec-4137-a8e4-5ecb899f3643,Amanda Yates,2026-02-22 04:12:37.660827,Sunday,4,14,Account,True
4214f08b-b11b-457a-89b7-b76d09a7ac6a,Crystal Stewart,2026-03-08 13:34:44.939163,Sunday,13,28,Account,True
e27beafb-be50-4663-8bbb-64cea280936a,Kristin Williams,2026-03-12 21:15:25.487641,Thursday,21,15,Technical,True
0cf26edd-e17f-48f2-8669-2ee0f66bef75,Christopher Thornton,2026-03-26 00:48:50.272285,Thursday,0,7,Service,True
31f51c2f-2e69-4de1-ba80-9c7f28a0238a,Angela Conway,2026-04-15 23:20:44.099241,Wednesday,23,11,Billing,True
000136b2-86fd-4f57-b33f-2ee45a57760c,Nicole Morris,2026-01-12 00:54:54.576236,Monday,0,20,Technical,False
8f1c32ce-4e1c-40e5-882a-8e4a37bd2e1c,Brian Jones,2026-02-04 15:57:00.250224,Wednesday,15,29,Technical,True
d0fbbb8d-1ddb-4766-809f-b670719b94fb,Dr. Brian Tran,2026-03-18 07:29:36.459049,Wednesday,7,6,Service,False
16206b7e-b4ad-403a-8261-309a2a0c096c,Tina Lopez,2026-04-28 07:42:43.993378,Tuesday,7,3,Billing,False
d36e976e-9572-4ebe-ac97-002c8479a1b5,Steven Mcdowell,2026-04-20 08:05:21.082718,Monday,8,13,Account,False
fec91cbf-f28f-4ebd-81df-692b418ceea5,Andrew Lopez,2026-01-10 22:39:38.097110,Saturday,22,7,Technical,False
b85abdef-3f3c-4d84-b328-fd12c148dbe7,Brian Crawford,2026-02-22 03:08:52.456056,Sunday,3,4,Billing,True
88f3e01e-fbc2-47db-a16c-9a0e2caf242d,Curtis Hurley,2026-02-08 19:44:24.934564,Sunday,19,2,Account,False
8be8ba55-ae0b-4b99-8809-7a7984d83e93,Jeanette Young,2026-01-12 13:20:24.575421,Monday,13,34,Account,True
8631839e-9cbf-425e-9e54-07c69153dc19,Mary Allen MD,2026-04-30 10:20:03.656442,Thursday,10,25,Service,True
b0132904-2b8d-4c15-ba10-728fcd040414,Bradley Harmon,2026-01-06 11:31:55.915401,Tuesday,11,40,Technical,False
f6d242bd-3349-43c8-b072-b583b0df4d60,Joy Ritter,2026-02-27 21:29:07.586303,Friday,21,15,Technical,False
1d56baeb-4b45-4ee1-8110-83ea48746b36,Victoria Hines,2026-05-16 22:50:17.337046,Saturday,22,15,Billing,True
811e9ced-3d98-4c52-a763-1b863be29932,Angelica Walters,2026-02-12 17:58:22.855934,Thursday,17,12,Service,False
88488877-9109-46cc-87a2-1c10c3c090a8,Julian Moore,2026-01-29 16:43:25.637063,Thursday,16,12,Account,False
3f86b367-3b37-426b-9800-5b7612b31a5a,Stacey Harper,2026-03-09 01:54:52.285760,Monday,1,26,Service,False
cc6f7b5e-ca49-45c8-87ac-3d5486ce9b8b,Michelle Evans MD,2026-04-04 01:51:21.314632,Saturday,1,8,Technical,True
4177504d-daed-4cde-ac79-eba3d81404bb,Anthony Crawford,2026-01-16 11:55:58.067030,Friday,11,49,Service,False
87e112f5-d3bd-47a7-bcd5-1bb45dd1922b,Kimberly Miller,2026-02-21 03:15:27.252575,Saturday,3,13,Technical,False
129421a0-5d5c-49df-9f0a-aa6913660021,Elizabeth Byrd,2026-02-01 05:48:19.018488,Sunday,5,2,Account,False
68c880f2-19ad-413f-afe3-5fdff32e61a7,Erin Williams,2026-04-25 08:26:23.905978,Saturday,8,12,Service,False
2f9925b9-94cd-4d2d-9487-ca3ed368525d,Dan Smith,2026-03-28 03:35:16.638687,Saturday,3,12,Account,True
923fff43-3c5c-46ba-8cd1-bc93bb42ab5a,Andrew Green,2026-04-01 20:34:01.683704,Wednesday,20,3,Technical,True
c0606a29-50b5-48bb-818f-16cf7b043609,Michael Smith,2026-03-26 14:54:09.220771,Thursday,14,23,Technical,False
41f7493e-8c63-420e-8a7a-adf329db72b6,Michelle Diaz,2026-05-14 17:55:46.158339,Thursday,17,9,Service,False
c63ece58-e6e4-4eb2-8858-993350c049b1,Robert Steele,2026-02-01 21:13:42.793060,Sunday,21,3,Service,False
8aa977f4-635b-4a03-b6c0-f930c4b1509c,Anna Roberts,2026-01-01 15:03:50.169268,Thursday,15,26,Technical,False
4f3aadf3-300f-4766-94ae-711f4b633581,Ryan King,2026-01-23 10:52:24.859163,Friday,10,57,Technical,False
464c9337-6ef8-4207-b881-4348cf1fa129,Bryan Romero,2026-01-02 17:17:54.154180,Friday,17,11,Billing,False
f2114c20-31de-4348-9606-42d48f6aa40b,Joshua Payne,2026-03-17 21:42:51.364085,Tuesday,21,4,Account,True
c3030140-5e40-498c-abfb-ccf0b2261528,Christine Gonzales,2026-05-15 01:23:49.517465,Friday,1,24,Service,True
2594a507-982f-4c68-85d6-ad9a1619378e,Erin Robinson,2026-01-19 14:40:38.229798,Monday,14,33,Technical,False
b702121a-6e8d-4c08-8868-29399c58941d,John Martin,2026-04-14 05:49:28.774550,Tuesday,5,3,Technical,True
7bab4e03-6802-40ff-b30c-b802da7c89c5,Jesus Velasquez,2026-03-03 03:54:34.995890,Tuesday,3,7,Billing,True
392baa8b-3dad-440f-9200-2629c82d06c3,Patricia Mcclure,2026-05-01 20:42:05.541111,Friday,20,25,Account,True
b59b15da-386d-4f1d-a940-e198523ce449,Mark Brown,2026-01-29 16:11:00.316318,Thursday,16,10,Technical,False
25fce1bc-9dd3-4f0a-9569-d8a81267b378,Erika Bell,2026-04-12 05:30:51.312488,Sunday,5,6,Billing,True
0d9afa64-7ca9-4921-ba86-1ee355569e87,William Tyler,2026-01-03 10:39:17.865201,Saturday,10,29,Technical,True
3fd255ca-d645-4003-809f-221f2f2ab4f9,Clarence Andrews,2026-01-17 11:28:14.268258,Saturday,11,43,Billing,False
2353945a-8123-4ff3-a272-3515061038a9,Lisa Hill,2026-01-22 03:44:51.550668,Thursday,3,3,Billing,True
562fae18-5bdb-433a-945f-2c6c9ebfcead,Lisa Hunter,2026-05-17 18:31:48.102986,Sunday,18,15,Account,True
935e88ef-e23d-4769-81d4-764c5a1e9ab5,Heather Buckley,2026-03-10 08:00:28.357018,Tuesday,8,15,Service,True
78ba0eda-57a7-41b1-b648-6b860cfb036d,Elizabeth Garcia,2026-01-20 18:09:17.153165,Tuesday,18,5,Billing,True
53bc3dd7-a5fa-4ac1-b597-28a64180de7f,Helen Rodriguez,2026-04-11 00:00:43.249911,Saturday,0,13,Technical,False
479cdb8e-ee70-48c6-be04-330f5aaba836,Daniel Parsons,2026-04-01 13:44:19.741971,Wednesday,13,42,Account,False
ca33dbd3-2267-4b97-afa3-4909e730f2b9,Michael Rasmussen,2026-01-20 04:26:36.469458,Tuesday,4,12,Billing,False
