"id","name","timestamp","day_of_call","hour_of_day","wait_time","issue_categories","resolution_status"
"31d92cfe-636c-43c5-8394-9076f72491e6","Autumn Gibson","2026-03-10 09:44:29.377284","Tuesday",9,37,"Billing",0
"fbd79849-73fe-4533-8537-75d48bc42e0f","Charles Moody","2026-01-06 14:32:37.729915","Tuesday",14,45,"Billing",1
"b1c71bed-e606-40ee-8a6e-d0cf3a0378b7","Hunter Figueroa","2026-01-17 20:50:26.103821","Saturday",20,10,"Service",0
"b1aecb95-9ac2-4653-bbc6-d11a48aeac3f","Jamie Watkins","2026-04-05 08:58:21.244275","Sunday",8,4,"Account",0
"97d035dd-65f2-4802-a2ba-036e6fa14edc","Laura Nguyen","2026-04-11 00:42:02.538593","Saturday",0,2,"Technical",1
"fb50d8bf-6ba5-459d-af6e-076e05dfdcaf","Aaron Garcia","2026-05-17 08:00:04.841320","Sunday",8,4,"Service",0
"981f3581-d629-40f1-a7c7-cb2816c7bc32","Michael James","2026-01-06 11:11:09.278607","Tuesday",11,28,"Technical",0
"a0177a95-2162-4cb8-963b-31738b3c2142","Debbie Lewis","2026-03-15 22:10:04.020841","Sunday",22,8,"Account",0
"38eef629-e4f3-468d-9b0d-7cb7fa1d3329","Kristin Barber","2026-04-20 14:45:06.097477","Monday",14,55,"Account",1
"424bf80b-a750-4c05-83f1-5af1f9e64e6a","Alison Bell","2026-03-29 05:32:08.161975","Sunday",5,6,"Account",0
"5566bf0c-78ee-4895-8577-69ce12ab548d","Mark Trevino","2026-02-13 04:48:25.219944","Friday",4,17,"Account",0
"f59b8ed2-2df2-4b47-abfd-62edc21ab07a","Susan Scott","2026-01-13 19:57:48.406099","Tuesday",19,9,"Billing",1
"e83aa3b6-130d-4836-86f2-2d1401b0fb51","Kimberly Berger","2026-02-05 09:14:38.485721","Thursday",9,31,"Billing",1
"377a8053-7ee6-4e97-a308-180538ee4db2","Allison Phillips","2026-02-06 11:59:33.432574","Friday",11,33,"Account",0
"cb2c68c7-a01c-4b9b-b8f7-1c76f4594de0","Troy Humphrey","2026-04-28 00:43:51.466606","Tuesday",0,8,"Technical",0
"9c49504e-6159-43f9-b9f2-62d2fe82ab51","Jodi Berg","2026-05-17 10:02:29.738614","Sunday",10,16,"Service",0
"091f635d-ba9a-4a49-b865-5cdf63a42260","Paige Brown","2026-02-11 21:03:01.097043","Wednesday",21,9,"Account",0
"a630cef9-de6a-4d03-8253-5a7354ceb9da","Steve Dickerson","2026-02-08 21:31:53.449557","Sunday",21,13,"Billing",0
"d8134234-030f-42e8-956e-0ceaf5602d97","Megan Nichols","2026-05-04 21:44:53.605487","Monday",21,20,"Service",1
"2617d34e-5d60-43ae-8456-40a6ff8e39f5","Tyler Chavez","2026-04-04 16:23:37.427065","Saturday",16,27,"Service",1
"2eff862a-bd1d-4cf5-a6b4-68f79c8634b6","Jeffrey Martin","2026-03-08 09:13:20.173570","Sunday",9,21,"Technical",0
"3a7ef4ac-32b5-4d2b-b85f-e5c50d1759c9","Brian Medina","2026-03-01 16:50:36.200335","Sunday",16,27,"Account",1
"f7d0fd0b-4a12-45db-adaf-b68a4699e70a","Daniel Yang","2026-03-01 00:56:56.573514","Sunday",0,12,"Service",0
"863058e4-f98f-4f74-ba45-d34cc9907ac9","Alexander Roth","2026-01-06 07:48:40.807757","Tuesday",7,8,"Account",0
"1d4af43c-3ccd-436c-bea0-b4aff21bc70f","Stephen Lynn","2026-03-27 04:07:55.782730","Friday",4,13,"Technical",1
"f223ef58-9c32-40ac-8991-499a8723bafa","Matthew Mata","2026-05-02 07:25:57.849843","Saturday",7,7,"Service",0
"947cae65-009f-4a9f-8b12-cd9995071e0d","Lori Acosta","2026-02-26 00:19:13.341047","Thursday",0,6,"Account",1
"211d0ec1-32b6-421e-98dc-d42146732fa3","Kara Owen","2026-03-03 10:36:25.795195","Tuesday",10,39,"Service",0
"2b4209e0-08e9-4345-bed9-47f6704810f2","Anthony Porter","2026-02-27 11:08:20.835640","Friday",11,25,"Account",0
"99b606b3-e0a5-4043-9d65-fb704f36bccd","Ian Bond","2026-03-06 18:22:07.997496","Friday",18,12,"Account",1
"79a8ec7a-346d-4b6b-aff1-fa638dc21cf5","David Thomas","2026-03-24 20:59:15.501560","Tuesday",20,10,"Service",0
"30978995-aed1-4ab6-835d-e6851ea28627","Dustin Allen","2026-04-06 21:01:26.779100","Monday",21,27,"Technical",0
"c0990118-0277-4f52-a127-1a89e0cb492c","Victoria Nguyen","2026-04-30 02:27:58.027049","Thursday",2,9,"Billing",1
"84debab6-8172-4963-b68d-48cfef128c64","Lisa Lopez","2026-04-30 18:48:56.567601","Thursday",18,7,"Account",1
"18d7d798-ec6a-42d8-838a-873f268577e9","Mary Flowers","2026-01-11 07:40:38.226890","Sunday",7,15,"Technical",0
"15c5058a-9ad6-4a43-af21-1e9e7780aa4a","Tammy Campbell","2026-02-24 23:53:14.772028","Tuesday",23,8,"Technical",1
"6cadd88a-604c-4246-93c8-924fa1b670fd","Joseph Smith","2026-03-31 13:13:53.017973","Tuesday",13,33,"Technical",0
"f4d6294d-7209-46d8-b18a-9ffd1c4105ca","Craig Gibson","2026-04-04 23:33:49.043356","Saturday",23,8,"Account",0
"6064bf73-89c2-4464-a14b-62940ca5e4c1","Megan Simpson","2026-02-06 16:47:02.329511","Friday",16,52,"Billing",1
"738178aa-7565-4acc-8cf6-dd55c6739807","Kyle Jackson","2026-01-05 00:41:57.725518","Monday",0,15,"Billing",1
"4c37583d-3400-4c1c-9c61-6de2ed15dc6a","David Brown","2026-03-23 10:07:40.670642","Monday",10,44,"Technical",0
"c45a58e3-055e-4773-8086-a7b93ff4104f","Paul Mccoy","2026-04-09 18:18:36.362265","Thursday",18,8,"Billing",0
"87df4cbc-2b75-4ed6-a1ff-7ea07d3a66a9","James Carr","2026-04-06 14:52:05.262892","Monday",14,39,"Technical",1
"90234d1e-5a68-4e61-b047-cb027e50b618","Blake Nguyen","2026-05-13 01:26:46.585959","Wednesday",1,11,"Billing",1
"77d9b7c1-6042-4bde-97aa-b781dd478ec0","Angela Gibbs","2026-04-10 21:23:24.531434","Friday",21,12,"Technical",1
"847a6ea2-9816-403a-be21-31c55e444d1e","Rhonda Perez","2026-04-03 04:01:36.037785","Friday",4,22,"Technical",0
"be1deb30-be7c-40b0-b4fd-740acaec2a58","Adrian Ortiz","2026-01-15 13:21:17.604218","Thursday",13,30,"Billing",1
"dac203ed-1c33-4ab4-8927-f939639a60d9","Robert Sims","2026-04-10 17:30:24.009620","Friday",17,11,"Billing",0
"a85fc3ff-44be-4e85-9b49-bfe2e77db3c2","Javier Gibson","2026-02-05 18:38:36.518076","Thursday",18,2,"Service",1
"8009eaa9-8587-44bc-b27f-a11d6c1a84d9","Samantha Ibarra","2026-05-07 06:38:45.520071","Thursday",6,8,"Technical",1
"dfebd541-9b4f-4e11-9ff0-24a8fad712a4","Keith Johnson","2026-04-02 15:12:45.371862","Thursday",15,38,"Technical",0
"6c575c34-895c-4458-a69c-8b318cc62968","Donald Hernandez","2026-01-18 17:46:30.201737","Sunday",17,6,"Service",1
"10c51219-9302-4f05-878b-90d2aa032365","Melissa Williams","2026-04-08 18:28:48.219585","Wednesday",18,10,"Account",0
"2e972fc3-2da9-4499-8a99-e3cb89ad3bba","Vanessa Ortiz","2026-02-06 18:40:29.598146","Friday",18,26,"Technical",1
"45983100-a193-4651-901e-7d86b53cb97a","Melissa Lopez","2026-01-26 10:23:26.985509","Monday",10,30,"Account",1
"2a9127e3-2828-429d-8962-b5f5f3f99d76","Justin Parks","2026-01-31 09:47:36.731025","Saturday",9,44,"Technical",0
"900a94e3-2e26-4fa5-9bba-34c2136de2a4","Douglas Mann","2026-03-29 04:23:29.866504","Sunday",4,15,"Billing",0
"57e16e84-5eac-4b34-a280-e147125b7d4a","Mrs. Olivia Wyatt","2026-01-14 09:20:34.960774","Wednesday",9,17,"Service",0
"3ee0f044-b7db-4e3e-849d-a79ef4e06478","Ashley Huffman","2026-03-29 23:25:44.330070","Sunday",23,3,"Service",1
"fa5f2488-973b-43d9-95d0-3041630f0bf2","Barbara Banks","2026-03-01 12:08:52.618156","Sunday",12,41,"Technical",0
"3c764b18-1f32-4078-83db-497456db04ca","Patricia Jones","2026-05-14 17:46:34.305921","Thursday",17,8,"Billing",0
"8181ef6e-4ffa-4e8a-8961-5d53fe64a2de","John Robles","2026-02-07 08:40:47.652952","Saturday",8,13,"Account",1
"8dfbdda1-e85f-40be-a8ec-985612b0d899","Melissa Gray","2026-04-20 22:34:05.033529","Monday",22,13,"Account",0
"3451add7-35ac-4c34-b19a-fa61cf1ef863","Brandon Barber","2026-03-29 05:36:25.017323","Sunday",5,4,"Billing",1
"7a3e76ab-bfdd-422d-9431-7ee040f97f5e","Brian Daniels","2026-04-23 15:43:36.610360","Thursday",15,25,"Account",1
"f0b3cb7d-81ea-48bf-91f9-c27f832be3fb","Ms. Brittney Anderson","2026-02-15 06:43:36.217315","Sunday",6,15,"Account",1
"1e4dc42d-2b2c-40e0-b422-ba1289888e8e","Jason Zuniga","2026-02-01 23:46:35.835440","Sunday",23,6,"Service",0
"23a9d8c1-89fe-4cba-87fa-ed398868e78a","Nancy Lee","2026-02-02 04:59:47.290514","Monday",4,18,"Technical",1
"13fbcbef-b4fd-44a1-94cf-3a50a4241edd","Priscilla Jacobson","2026-04-16 19:39:03.225918","Thursday",19,6,"Billing",1
"e0b48c77-18b7-497c-8301-6a5dd2696efe","Nathan Hawkins","2026-01-15 07:09:52.031271","Thursday",7,13,"Account",0
"d5d80b65-9414-4676-bede-cd35840ea607","Abigail Burton","2026-04-06 06:23:36.078349","Monday",6,15,"Billing",0
"5285c3ad-155a-4ad0-b8ef-831b4042ea4a","Clayton Sullivan","2026-02-19 20:20:16.247594","Thursday",20,5,"Technical",0
"be658756-95c3-4734-8553-bfa5299b5f76","Morgan Bennett","2026-04-02 04:30:21.279877","Thursday",4,13,"Service",1
"92658d8b-500c-4751-a897-017d6c06a866","Mr. Brian Wolfe","2026-02-24 02:09:06.819235","Tuesday",2,14,"Service",1
"dd3a9841-c99f-4a98-a6f2-8976781bb505","Felicia Greene","2026-01-21 16:44:56.592721","Wednesday",16,40,"Billing",0
"bea883e0-0b0f-4b2c-9c21-96e2703c1b54","Scott Mason","2026-04-19 15:51:34.894849","Sunday",15,40,"Account",0
"82a9bfd3-6002-4a94-9224-2c039066db96","Dustin Boyle","2026-02-19 20:46:12.451004","Thursday",20,8,"Account",1
"2fdede06-5853-4872-bd18-6a37400b2b49","Eugene Thomas","2026-03-23 00:00:15.425595","Monday",0,23,"Account",0
"a189eacd-d29b-4b8f-956d-d4d7e2541c67","James Simpson","2026-05-09 00:53:26.873567","Saturday",0,9,"Service",1
"b848f127-a4e1-431e-b2c2-e120422c1448","Amanda Berry","2026-01-31 01:24:26.614628","Saturday",1,15,"Billing",0
"02c9d6ae-d06f-480f-9dbe-10cea19f16ef","Joseph Patel","2026-05-14 09:14:02.999454","Thursday",9,30,"Service",1
"f9223a7a-9db0-4b47-b972-8a420898c682","Cassandra Vargas","2026-04-06 17:13:49.205239","Monday",17,26,"Billing",1
"7dcc842a-71d7-4416-94e6-ba9d5049a6e8","Amy Ramirez","2026-02-06 17:36:24.282156","Friday",17,18,"Account",0
"5284a0d2-923c-4d49-b4bc-f1a51135380f","Jonathan Reed","2026-04-13 05:54:21.466930","Monday",5,21,"Billing",1
"bf3daa89-8872-457d-b2d9-0e541c07b600","Lisa Craig","2026-03-23 08:08:31.650035","Monday",8,12,"Account",1
"8726bc46-46de-4fd8-8459-6f92950dd42d","Marie Shepherd","2026-03-18 21:40:08.043995","Wednesday",21,13,"Technical",0
"439356fb-09ca-4549-8fba-8768c644c777","Andrea Peterson","2026-04-16 16:10:46.375713","Thursday",16,28,"Account",0
"fd9cd58d-3602-4427-b489-9ec839e35945","Kimberly Diaz","2026-02-16 13:18:52.672914","Monday",13,42,"Account",1
"5b93d925-b438-4763-8049-0dc7cdbe53eb","Christina Williams","2026-03-23 07:34:46.556091","Monday",7,19,"Billing",1
"8cfadcbe-2980-4ea6-9581-3334c181b12a","Beth Ward","2026-01-29 06:56:42.430543","Thursday",6,4,"Technical",1
"85428637-816b-43f1-aa23-b34088f5bd39","Michael Perez","2026-01-31 08:31:37.913980","Saturday",8,15,"Account",1
"ca0abc19-1069-425a-b29e-2635a0a5e1e5","Patrick Miller","2026-05-17 08:53:48.856793","Sunday",8,5,"Account",0
"387cc9d4-1768-410c-85bd-84f006aef13c","Anthony Wade","2026-05-06 08:05:09.633283","Wednesday",8,6,"Account",1
"c6b8ca8b-29c4-4b60-9927-3f436b1229dc","Matthew Smith","2026-01-28 00:30:38.658957","Wednesday",0,11,"Service",1
"847f5fd7-7324-435d-935c-57c34eb72b97","Melanie Brown","2026-03-07 20:45:14.998619","Saturday",20,14,"Billing",0
"61d23be9-e204-4df5-8fc9-08b1f8c31535","Travis Bray","2026-01-28 09:55:04.403798","Wednesday",9,19,"Technical",0
"78ae3c09-9939-47ba-951a-08e642d9037e","Julia Marks","2026-04-27 06:31:24.270856","Monday",6,18,"Account",0
"e0addcfe-0a6a-4ba5-8557-be87f867503b","Andrea Smith","2026-04-25 02:40:10.693073","Saturday",2,14,"Billing",1
"aeb0b4f6-335e-4709-9419-38d796e28434","Elizabeth Shaw","2026-02-11 17:04:54.773791","Wednesday",17,5,"Service",0
"5fb0cc23-df63-4bd8-9c14-4f231fcc3941","Courtney Patel","2026-05-12 17:39:17.660120","Tuesday",17,6,"Account",0
"abb39e54-a787-4c05-a697-3871cd24f8db","Laura Carter","2026-04-14 08:24:16.208068","Tuesday",8,12,"Service",1
"5f88bd9b-848c-4c3a-8212-bf24b6b1927a","Nicholas Burton","2026-02-17 04:31:44.701351","Tuesday",4,10,"Account",1
"efa57927-5bf6-4bc8-8b19-c542ce29c134","Joanne Rollins","2026-05-05 12:25:48.508917","Tuesday",12,44,"Billing",1
"38e5ec44-ddb8-439e-86fb-00c30990ab70","Thomas Simpson","2026-03-25 06:31:26.304876","Wednesday",6,5,"Technical",0
"7825ccb4-2094-4251-906a-ae8011fb44ad","Teresa Stevens DVM","2026-04-08 12:31:37.361875","Wednesday",12,28,"Technical",0
"b1cac720-db65-46f1-952a-b2647530f245","Jill Hudson","2026-02-16 12:22:33.879222","Monday",12,51,"Billing",1
"5c46ed4c-2970-4793-bfa0-5fb9d249235c","Sandra Martinez","2026-04-15 03:02:49.361144","Wednesday",3,6,"Service",1
"fc4f3f70-542f-4848-b079-979d2e10ea21","Lisa Watts","2026-01-21 09:36:42.969488","Wednesday",9,39,"Service",0
"650b5071-9383-4a12-9474-75e726199f97","Justin Anderson","2026-05-11 03:19:00.313206","Monday",3,11,"Account",0
"89a8edb2-d271-4f9c-9122-7cd32aebdfc2","Danielle Richardson","2026-01-15 02:29:12.057219","Thursday",2,13,"Technical",1
"978b308b-46c1-409b-b0d5-0bfde4431e1a","Alyssa Williams","2026-02-04 06:22:21.189089","Wednesday",6,7,"Technical",0
"be837721-816e-432d-a6fa-e2214fff8049","Keith Berry","2026-01-27 12:24:19.459555","Tuesday",12,10,"Technical",1
"de600af1-e829-40e5-9305-d15f9721a9ec","Emily Robinson","2026-04-08 04:38:07.065891","Wednesday",4,15,"Service",1
"2d3a6573-5151-4a74-bd79-48e573b20e4f","Brandon Mitchell","2026-01-03 09:43:21.430366","Saturday",9,11,"Service",0
"7732c211-03ed-45fe-9278-53ecb24a99e6","Janice Harvey","2026-04-08 22:54:10.879123","Wednesday",22,13,"Billing",1
"0261863b-a689-4dcf-8a5f-889f4903b2ce","David Price II","2026-03-15 14:34:59.160398","Sunday",14,28,"Billing",0
"8881045a-3c4c-46b4-bdc4-b585d4bf073e","Patricia Sanders","2026-04-06 10:57:36.866368","Monday",10,28,"Service",1
"6fb5710e-94cc-43ea-af91-ea6eeadf5a09","Jennifer James","2026-05-12 15:04:08.747517","Tuesday",15,10,"Technical",1
"d6e459aa-a6d7-4cb5-bc0e-2a05e9b0f108","Jeffrey Gomez","2026-01-06 09:01:42.223413","Tuesday",9,25,"Account",0
"6444fd30-fdd4-4128-9cdc-6a53f26ee3e1","Caroline Stewart","2026-01-28 14:15:41.379829","Wednesday",14,13,"Service",0
"7b8c8459-b531-44b7-8fe9-0b4bdea0771e","Kimberly Hall","2026-05-07 18:22:39.690947","Thursday",18,10,"Billing",0
"9cc0976b-23a4-4df0-99f1-eb26062e746d","Melanie Brown","2026-02-25 02:02:51.658368","Wednesday",2,10,"Billing",0
"742ce881-e411-4a82-9d0e-eea6151d794b","Benjamin Brown","2026-02-24 17:41:41.671879","Tuesday",17,7,"Billing",0
"b9b7a438-3a0e-4143-a03c-bd374c2c98dd","Thomas Mitchell","2026-01-01 03:32:15.078127","Thursday",3,5,"Technical",1
"2339e45d-347e-4739-b7f0-dbf8e796e24e","Dr. Alex Hutchinson","2026-03-21 01:05:47.505549","Saturday",1,10,"Account",0
"ab5f058c-5258-42c6-be93-055bcd5d17ea","Rebecca Mckay","2026-02-23 13:07:26.201759","Monday",13,43,"Service",1
"01cd7fea-30c3-4927-b79d-7ca2e6dd9edd","Michael Harris","2026-05-07 14:38:40.017458","Thursday",14,42,"Service",1
"f5757f75-ff4e-4e4d-b616-ba1b11bce1b2","Mary Moss","2026-01-30 07:34:43.011985","Friday",7,14,"Service",1
"8b376717-5339-497a-96e1-6e7768a4ebec","Danny May","2026-05-13 00:16:48.299397","Wednesday",0,15,"Account",1
"af9817c5-ec09-458d-a188-1e064e0a274a","Stacy Burch","2026-05-10 00:41:34.077462","Sunday",0,5,"Account",0
"0c072d02-a441-4fd6-947b-403e16df9988","Dr. Amy Rivera","2026-04-07 03:31:50.853289","Tuesday",3,13,"Technical",0
"fb62f80f-3add-4801-b67a-29829258bd59","Patricia Perez","2026-02-11 11:34:03.999970","Wednesday",11,32,"Account",1
"fe531913-6774-43cb-8af6-fa82cc60ffb0","Jessica Collins","2026-01-04 14:01:09.507974","Sunday",14,33,"Billing",0
"9efc9c48-0ee3-415a-ac32-3818b77c1869","Tyler Riley","2026-04-28 07:35:39.084898","Tuesday",7,9,"Billing",0
"47e495c8-3b85-49f5-8d72-43f81fa07bb5","Janet Gross","2026-01-16 21:01:45.862870","Friday",21,14,"Account",1
"3ac15e20-d67f-4074-ba3b-681f75bec18c","Kimberly Rodriguez","2026-01-09 15:11:33.793219","Friday",15,46,"Billing",0
"d988532c-7d43-4f1d-9b9f-7e5a5bd3737a","Katrina Porter","2026-04-26 11:27:43.957826","Sunday",11,23,"Account",0
"e8df5c8c-d587-4e43-a624-3bc5245b310d","Shane Flores","2026-04-10 22:39:33.928511","Friday",22,18,"Account",0
"afaa0415-b9bc-4738-b0fa-e99190c6f2fc","Aaron Lamb","2026-04-04 03:44:28.199584","Saturday",3,5,"Account",0
"acc65613-6351-43cc-bd50-33991869d07b","Lisa Stephens","2026-02-09 16:23:28.180993","Monday",16,42,"Account",0
"04766ec5-d7b4-494a-93ce-5891ed125723","Amanda Clark","2026-04-22 04:04:07.971560","Wednesday",4,8,"Technical",0
"7948a0cc-3548-4667-b0a8-d1bcea057cc8","Erin Ware","2026-05-13 14:28:16.070398","Wednesday",14,30,"Billing",1
"f180c382-a3bc-40ca-8337-abd2564081c9","Thomas Martin","2026-03-14 13:28:21.048267","Saturday",13,14,"Billing",0
"c92832b2-2020-4fd8-bea6-5607220e2e00","Monica Campbell","2026-01-12 10:16:18.276366","Monday",10,56,"Service",1
"d55db77c-9896-428e-856a-dfc7d21fbdae","Sarah Tran","2026-02-18 21:37:56.708724","Wednesday",21,2,"Billing",1
"6197ec5f-b760-4e21-a4e4-2235f1f5ebc2","Teresa Mays","2026-01-07 15:30:12.359453","Wednesday",15,20,"Billing",1
"53c89af4-227c-4c74-a250-fc05a3b7b4fe","Olivia Martin","2026-04-09 13:00:13.560162","Thursday",13,32,"Technical",0
"f1fafd94-bae4-4f08-b0d6-8493d3c69b62","Bobby Francis","2026-04-23 17:07:12.570946","Thursday",17,11,"Billing",1
"915239ba-2fcd-482e-a5f8-0daae6e5eb6e","Joshua Martin","2026-03-24 20:17:22.965921","Tuesday",20,8,"Technical",1
"40300843-df83-4387-a74f-30508b8b03d3","Dwayne Jensen","2026-04-18 14:57:07.396574","Saturday",14,42,"Technical",0
"1edb6fbd-0b08-4374-a006-892b32c74f21","Susan Smith","2026-04-20 16:44:19.783727","Monday",16,25,"Billing",1
"b4909a08-03f9-4689-9746-a64e1692e8dd","Brian Perez","2026-03-26 11:36:11.967933","Thursday",11,13,"Account",0
"8932195d-72ce-49df-8075-b6ba069bcc69","Catherine Cox","2026-05-08 12:48:32.903228","Friday",12,22,"Account",1
"6b1e7485-3bf3-473d-a797-693df2318df4","Joy Baker","2026-05-02 19:04:58.521206","Saturday",19,13,"Service",0
"f589c85a-38dd-4487-bfe7-6d9399e05ebf","Omar Burns","2026-01-13 04:22:19.166573","Tuesday",4,5,"Technical",0
"e40f96a9-008f-4abb-a349-d8f3bdd23800","Frank Sandoval","2026-03-15 10:54:31.318227","Sunday",10,43,"Service",0
"bf14b538-a6be-477f-addb-7bd97dd9781d","Dr. Hannah Williams","2026-04-01 06:46:41.565819","Wednesday",6,12,"Technical",1
"c04a9225-d768-48fa-abbd-31cec2c434f3","Scott Pratt","2026-05-02 14:33:06.303580","Saturday",14,23,"Service",1
"a6b4ee3d-4b18-4e2e-be01-ed7af986569c","Hector Lewis","2026-04-06 18:01:25.809849","Monday",18,16,"Technical",0
"e1747761-7cf7-4b1d-b5e2-b25e4429fd13","Christopher Hughes","2026-03-18 03:35:12.310283","Wednesday",3,9,"Service",1
"52e05719-1417-473f-a894-4b39231e1459","Ellen Hart","2026-02-19 05:07:38.692042","Thursday",5,12,"Technical",1
"5f59e1f0-24ed-4ea0-b6c3-7e1aaea80ae9","Cheryl Elliott","2026-02-20 05:50:34.715532","Friday",5,23,"Service",0
"7d326e41-e070-4e92-870a-ddc70dc2a9ef","Joseph Espinoza","2026-03-27 16:52:24.719778","Friday",16,41,"Billing",0
"e80b7d43-7a24-45c8-8c29-4ac2e0759bdf","Brooke Hernandez","2026-02-10 01:49:56.228720","Tuesday",1,8,"Technical",1
"9d60c1df-43e7-4f60-8990-7088b9a74997","Allen Ross","2026-02-23 21:46:17.064647","Monday",21,19,"Account",1
"15354433-43c1-47f5-9e86-9abc2255b35c","Jillian Butler","2026-03-31 14:17:43.013058","Tuesday",14,19,"Account",0
"d3bd8dd3-65bd-499c-beb5-5a08c3390909","Brandon Ortiz","2026-03-09 08:14:07.584145","Monday",8,20,"Service",1
"7d418b6b-e3c5-4a6e-ad06-47e648a579a0","Erin Harvey","2026-04-26 06:42:40.004661","Sunday",6,8,"Service",0
"4b0604d1-3177-46ba-b2ec-5468ce1bc809","Crystal Nunez","2026-04-05 03:16:33.307830","Sunday",3,14,"Account",1
"45273742-e036-4c11-99df-8978b30828ba","Cindy Morgan","2026-02-01 09:03:43.957580","Sunday",9,24,"Billing",0
"c56ab7c2-3aa6-4eb4-9fef-8edd4eb54b10","Charles Rodriguez","2026-03-28 09:37:24.679876","Saturday",9,36,"Billing",1
"837cce2d-231e-4d77-9360-0ba7ec3fb1f6","Jeffrey Ford","2026-04-17 10:57:20.915419","Friday",10,24,"Account",0
"750c5095-3820-402f-b3b7-e9661abef88f","Paul Carter","2026-05-07 21:17:18.099405","Thursday",21,7,"Service",1
"6b862ed4-922f-4471-b7fb-c7dadda637c3","Stephanie Bauer","2026-02-15 03:52:07.130754","Sunday",3,7,"Service",1
"33cc9224-2528-4287-a657-2eaa9c1b6c49","Erin Nguyen","2026-02-05 07:50:08.801701","Thursday",7,4,"Technical",1
"05ce7efe-76c5-4ebb-96d5-ef58174856b7","Mary Zamora","2026-03-24 03:30:45.581003","Tuesday",3,15,"Service",1
"bd0df3fa-d937-4858-a073-77454afe6674","Michelle Collier","2026-03-02 12:32:33.394341","Monday",12,28,"Service",0
"d27d0f69-639d-4d1e-98e3-9cc34253423f","Kelly Mitchell","2026-02-14 02:37:20.209484","Saturday",2,15,"Billing",1
"b62572b8-856d-4dd9-adf7-bb63093309fa","James Hodge","2026-02-20 11:54:13.695656","Friday",11,48,"Billing",1
"95a52c9f-1441-4905-83d1-a10193234b14","Thomas Brown","2026-01-02 09:15:02.539268","Friday",9,58,"Technical",0
"d1257497-0618-4a75-896a-5d0f2db49d7c","David Mack","2026-02-12 23:10:26.320321","Thursday",23,11,"Account",1
"e1433cbd-c972-49e0-a8c7-6509bbc64807","Douglas Wood","2026-02-01 13:34:55.710617","Sunday",13,21,"Technical",0
"b2c3451b-5f7e-4c4c-a166-779c7a4d36d5","Mr. Chris Norton","2026-04-22 05:04:42.932044","Wednesday",5,14,"Account",0
"0385dbb9-49b8-4d70-883f-de8d97f01aa6","Scott Walton","2026-04-26 04:14:14.508893","Sunday",4,9,"Account",1
"704e9a3c-3aa0-4f89-bb9a-881993c2a157","Margaret Franco","2026-03-21 19:01:06.929883","Saturday",19,4,"Service",0
"8ec05325-06d8-493b-957b-125289123663","Brent Ellis","2026-02-21 02:46:47.139951","Saturday",2,9,"Technical",1
"3834b7f4-cd10-4a9a-81a9-559ff1328a1d","Robert Rush","2026-04-13 06:47:41.704499","Monday",6,7,"Account",1
"ed15f979-8f40-45fc-8f6f-d2ef91befdcd","Melanie Mendez","2026-03-11 12:47:49.457313","Wednesday",12,30,"Technical",0
"19865a74-b0b5-4e45-8865-0a008cd50324","Samuel Garrett","2026-04-21 22:40:02.411680","Tuesday",22,13,"Billing",1
"bc686e12-4406-425d-8456-7f48ce367a8e","John Castro","2026-02-10 23:42:15.969965","Tuesday",23,12,"Account",1
"a9b9ab0a-f15d-4d8b-8ffd-ddd78a9d3a9b","Richard Walsh","2026-03-17 06:15:45.277679","Tuesday",6,8,"Billing",0
"eb7e3b3c-d3fc-48b3-8a5f-80e9e1f6e546","Eric Woods","2026-03-08 16:16:49.108554","Sunday",16,20,"Technical",0
"2270d309-8770-4930-8605-1fd6f5854870","Jodi Santos","2026-05-08 03:18:11.886916","Friday",3,16,"Service",1
"aa827016-10da-4c20-bd09-8e6667119015","Ashley Watts","2026-03-16 09:07:03.745556","Monday",9,36,"Billing",0
"4565f2b7-09ab-4475-aadd-795b7b36542f","Mary Foster","2026-02-21 22:13:18.828959","Saturday",22,3,"Service",0
"3315a588-605d-42b2-b82d-71bcf72eb87b","Jose Good","2026-01-21 09:46:45.349126","Wednesday",9,22,"Account",1
"cd5cd0b0-d8b6-428e-bc79-75fdcdb69d1d","Daniel White","2026-04-15 11:11:33.160271","Wednesday",11,25,"Technical",0
"066c136b-bb85-461d-9d08-9e6f3b005c1f","Lisa Cohen","2026-03-08 21:45:00.907735","Sunday",21,4,"Technical",0
"266d4937-44bd-4b83-8a84-5d958f900075","Sharon Wagner","2026-01-07 14:04:20.071859","Wednesday",14,17,"Account",1
"d2721918-26f8-4015-b7c4-fbb7bee489a2","Karen Hayes","2026-04-06 00:22:36.796466","Monday",0,20,"Account",0
"f281ce6a-ec1e-43ed-a46a-6ac83e36fc26","Carrie Wilson","2026-02-10 02:52:42.182395","Tuesday",2,3,"Account",0
"f4b68037-b1ea-4d78-80c0-f68a591074ba","John Norton","2026-03-15 21:41:07.642164","Sunday",21,15,"Service",1
"69f7b365-12b0-482b-b1a3-077cfcf68bc1","Erin Snyder","2026-02-02 22:29:35.519004","Monday",22,16,"Service",0
"71df5094-c739-438a-8a80-169aed750743","Michael Cook","2026-03-03 12:33:18.520377","Tuesday",12,38,"Technical",0
"aa8a2cd7-2b7d-4ee7-8fac-7b6e4cd6cf00","Kyle Lee","2026-05-07 03:16:05.401863","Thursday",3,11,"Technical",0
